Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF,eFG%,TO%,Reb%,FTR,EFF,eFG%,TO%,Reb%,FTR,G-Sc,+/-
2022-11-07,N,Abilene Christian,WAC,Jackson St.,H,"W, 65-56",83.1,78.1,75.1,86.6,47.4,20,15.4,35.1,74.6,41.8,28,22.2,25.5,67.1,9
2022-11-07,N,Stonehill,NEC,Connecticut,A,"L, 85-54",83,95.9,75.1,71.9,41.1,32,15.6,48.9,113.2,50,20,47.2,49.2,16,-16
2022-11-07,N,Bowling Green,MAC,Air Force,H,"W, 62-58",90.5,83.4,69,89.9,44.6,18.9,22.2,33.9,84.1,50.9,20.3,9.1,7.3,72,3
2022-11-07,N,North Carolina St.,ACC,Austin Peay,H,"W, 99-50",120.4,79.2,74.1,133.6,70,18.9,34.6,15.4,67.5,31.7,27,21.6,38.5,99.2,23
2022-11-07,N,Ohio St.,B10,Robert Morris,H,"W, 91-53",120.4,90.9,70,130,63.9,20,50,34.4,75.7,34.9,15.7,27.7,27,96.2,10
2022-11-07,N,Central Arkansas,ASun,Wichita St.,A,"L, 79-55",78.2,99.9,75.1,73.3,32.9,18.6,30.8,12.3,105.2,48.4,13.3,29.7,39.1,5.6,-15
2022-11-07,N,Creighton,BE,St. Thomas,H,"W, 72-60",101.8,90.5,66.8,107.8,45.5,7.5,29.3,21.2,89.9,49.1,21,18.2,6.9,79.4,6
2022-11-07,N,Fairfield,MAAC,Wake Forest,A,"L, 71-59",92.5,94.3,67.8,87,45.5,19.2,18.4,30.9,104.7,45.7,14.7,23.5,84.8,44.6,-4
2022-11-07,N,Weber St.,BSky,Washington,A,"L, 69-52",88.3,97,67,77.6,40,26.9,16.7,42.2,103,52.9,22.4,34.5,45.1,25.5,-3
2022-11-07,N,Illinois,B10,Eastern Illinois,H,"W, 87-57",101.5,90,76.1,114.3,53.9,19.7,50,51.6,74.9,37.5,23.7,23.3,33.3,80,11
2022-11-07,N,Jacksonville,ASun,Duke,A,"L, 71-44",87,105.1,59.8,73.6,36.8,18.4,20,9.4,118.7,54.2,20.1,47.1,18.6,10.2,-11
2022-11-07,N,North Florida,ASun,Gonzaga,A,"L, 104-63",85.5,105.8,80,78.7,42.4,27.5,25.6,37.3,130,67.9,17.5,33.3,23.9,7.9,-22
2022-11-07,N,Iowa,B10,Bethune Cookman,H,"W, 89-58",107,86.1,74.5,119.5,59,14.8,32.4,20.9,77.9,38.6,21.5,23.3,10.6,92.4,18
2022-11-07,N,FIU,CUSA,Houston Christian,H,"W, 77-66",84.7,98.9,74,104,52.3,18.9,34.3,18.2,89.1,48.4,29.7,35.9,7.8,14.5,-4
2022-11-07,N,Lafayette,Pat,Miami FL,A,"L, 67-54",92.8,89.8,62.7,86.1,46.2,22.3,24.3,30.8,106.8,44.8,14.3,41.9,43.1,59.4,-3
2022-11-07,N,Miami FL,ACC,Lafayette,H,"W, 67-54",103.5,100.6,62.7,106.8,44.8,14.3,41.9,43.1,86.1,46.2,22.3,24.3,30.8,58,3
2022-11-07,N,North Carolina,ACC,UNC Wilmington,H,"W, 69-56",108.5,91.9,64.3,107.3,47.9,14,25,62.5,87.1,32.8,17.1,39,41.4,87.2,7
2022-11-07,N,Dartmouth,Ivy,Fordham,A,"L, 88-74",111.5,122.5,71.4,103.7,51.7,16.8,20,28.8,123.3,63.9,14,25,23,25.5,-5
2022-11-07,N,UC Riverside,BW,Colorado,A,"L, 82-66",94.6,105.1,77.1,85.7,43.1,19.5,32.6,13.9,106.4,51.6,16.9,29.3,40.6,23.1,-12
2022-11-07,N,Stony Brook,CAA,Florida,A,"L, 81-45",74.8,107.7,70.4,64,36.5,25.6,12.8,25,115.1,55.7,14.2,30.3,29.5,1.5,-16
2022-11-07,N,Loyola Chicago,A10,Fairleigh Dickinson,H,"W, 88-82",94.1,102.8,71.7,109.1,52.2,22.3,40.5,38.8,101.7,44.7,18.6,39.2,30.7,26.6,2
2022-11-07,N,Morehead St.,OVC,Indiana,A,"L, 88-53",88.1,105.3,71.7,73.9,45.4,29.3,20.6,9.3,122.8,64.4,14,22.2,35.6,11.4,-10
2022-11-07,N,Texas A&M,SEC,Louisiana Monroe,H,"W, 87-54",107.1,80.3,76.9,113.1,60.3,18.2,27.8,28.6,70.2,28.8,20.8,21.3,47.5,96.5,14
2022-11-07,N,Alabama St.,SWAC,UAB,A,"L, 111-70",95.7,117.1,83.5,83.8,37.5,18,29.1,21.1,133,60.2,13.2,32.4,70.3,8.9,-15
2022-11-07,N,USC,P12,Florida Gulf Coast,H,"L, 74-61",87.4,101.8,71.1,85.7,43.3,21.1,18.9,46.2,104,43.8,15.5,36.4,39.1,14.8,-1
2022-11-07,N,Oregon,P12,Florida A&M,H,"W, 80-45",105.1,86,68.1,117.6,50.8,14.7,46.2,44.4,66.1,40.6,30.9,16.1,16.7,91,11
2022-11-07,N,The Citadel,SC,Clemson,A,"L, 80-69",108.2,107.6,69.1,99.8,52.7,18.8,14.7,21.4,115.7,51.5,11.6,34.2,27.7,51.6,-6
2022-11-07,N,Gardner Webb,BSth,Colorado St.,A,"L, 65-63",93.7,85.1,69.3,90.9,49.1,23.1,22.9,29.6,93.8,58,23.1,3.8,47.7,75.3,3
2022-11-07,N,Austin Peay,ASun,North Carolina St.,A,"L, 99-50",75.9,117,74.1,67.5,31.7,27,21.6,38.5,133.6,70,18.9,34.6,15.4,0.7,-23
2022-11-07,N,Nicholls St.,Slnd,Arizona,A,"L, 117-75",96.1,111.5,88.2,85,45.1,18.1,22.9,30.6,132.6,82.1,27.2,33.3,75.5,15.3,-21
2022-11-07,N,Maryland Eastern Sho,MEAC,Old Dominion,A,"L, 84-65",103.7,127.3,65.7,99,49.1,15.2,17.1,34,127.9,54.3,15.2,46.9,46.6,8.7,-8
2022-11-07,N,Wake Forest,ACC,Fairfield,H,"W, 71-59",99.4,96.5,67.8,104.7,45.7,14.7,23.5,84.8,87,45.5,19.2,18.4,30.9,58.3,4
2022-11-07,N,Eastern Illinois,OVC,Illinois,A,"L, 87-57",87.6,103,76.1,74.9,37.5,23.7,23.3,33.3,114.3,53.9,19.7,50,51.6,13.4,-11
2022-11-07,N,San Francisco,WCC,Texas Southern,H,"W, 90-77",108.3,103.1,81.8,110.1,71.6,28.1,30.4,51,94.2,43.3,12.2,16.3,47.8,63.6,9
2022-11-07,N,Houston,Amer,Northern Colorado,H,"W, 83-36",111.8,66.7,63.7,130.3,52.1,12.6,45.2,13.9,56.5,32.1,36.1,25,41,99.7,14
2022-11-07,N,Montana St.,BSky,Grand Canyon,A,"L, 60-54",92.7,85.8,61.1,88.4,41.3,16.4,27.8,34.6,98.2,49.1,16.4,24.2,26.4,71.1,7
2022-11-07,N,UNLV,MWC,Southern,H,"W, 66-56",84.7,79.1,77.3,85.3,35.4,23.3,20.6,79.2,72.4,43.4,36.2,27,26.4,68.8,8
2022-11-07,N,South Dakota,Sum,Wisconsin,A,"L, 85-59",101.7,117.7,68,86.8,42.1,14.7,21.1,29.8,125,61.8,14.7,21.2,41.8,15.7,-9
2022-11-07,N,Idaho St.,BSky,BYU,A,"L, 60-56",79.7,73.2,76.8,72.9,46,28.6,9.4,28,78.1,39.8,29.9,32.5,32.2,72.5,-1
2022-11-07,N,Tennessee Tech,OVC,Tennessee,A,"L, 75-43",83.9,98.5,66.7,64.5,38.8,33,22.2,47.5,112.5,50.8,22.5,42.1,13.8,13.7,-12
2022-11-07,N,Fort Wayne,Horz,Michigan,A,"L, 75-56",83.2,95,72.8,76.9,35.9,19.2,30.6,9.9,103,53.9,11,12.1,14.1,17.9,-12
2022-11-07,N,Richmond,A10,VMI,H,"W, 69-48",87.3,82.6,66.7,103.4,52,15,27.3,56.9,72,30.5,18,30,21.9,65.6,7
2022-11-07,N,Siena,MAAC,Holy Cross,A,"W, 75-68",98.6,99.6,73.9,101.4,58.3,20.3,19.4,38.9,92,49.2,18.9,22,39,47.2,6
2022-11-07,N,Nebraska,B10,Maine,H,"W, 79-66",109.1,101.5,69.7,113.4,51.5,18.7,42.1,24.6,94.7,58.2,21.5,15.2,18.2,69.6,9
2022-11-07,N,Southern,SWAC,UNLV,A,"L, 66-56",76.1,82.9,77.3,72.4,43.4,36.2,27,26.4,85.3,35.4,23.3,20.6,79.2,27.4,-8
2022-11-07,N,Cal St. Fullerton,BW,San Diego St.,A,"L, 80-57",97.9,103.6,69.5,82,43.1,25.9,24.2,33.3,115.1,61.5,17.3,17.9,44.2,34.4,-11
2022-11-07,N,UMBC,AE,Tulane,A,"L, 89-67",95.1,111.5,74.2,90.4,42.6,12.1,9.1,27.9,120,58,9.4,23.5,15.9,13.8,-11
2022-11-07,N,Vermont,AE,Brown,H,"W, 80-65",114.7,95.1,71.8,111.4,63.5,23.7,16.7,28.8,90.5,50,22.3,16.1,34.6,89.6,9
2022-11-07,N,UCLA,P12,Sacramento St.,H,"W, 76-50",102.3,81.1,67.7,112.2,57.8,13.3,29,7.8,73.8,36.4,31,38.5,30.9,93.6,10
2022-11-07,N,Tarleton St.,WAC,Arizona St.,A,"L, 62-59",86.8,75.8,77.5,76.1,36.4,21.9,20.9,58.2,80,38.7,27.1,40,46.8,82.4,3
2022-11-07,N,Connecticut,BE,Stonehill,H,"W, 85-54",106.3,83,75.1,113.2,50,20,47.2,49.2,71.9,41.1,32,15.6,48.9,94.5,16
2022-11-07,N,Murray St.,MVC,Saint Louis,A,"L, 91-68",97,111.5,74,91.9,42.7,13.5,22,35.5,122.9,54.1,12.2,39,21.6,16.8,-9
2022-11-07,N,Towson,CAA,Albany,H,"W, 67-62",91.5,99.5,66.3,101.1,46.2,19.6,28.1,39.6,93.6,45.3,22.6,32.4,34,27.6,6
2022-11-07,N,Grand Canyon,WAC,Montana St.,H,"W, 60-54",97.6,93.9,61.1,98.2,49.1,16.4,24.2,26.4,88.4,41.3,16.4,27.8,34.6,61,-7
2022-11-07,N,Canisius,MAAC,Youngstown St.,H,"L, 92-81",92.3,112.2,80.3,100.8,48.6,12.4,18.6,24.6,114.5,61.9,24.9,41.9,23.9,9.6,-11
2022-11-07,N,Washington,P12,Weber St.,H,"W, 69-52",100,88,67,103,52.9,22.4,34.5,45.1,77.6,40,26.9,16.7,42.2,81.3,3
2022-11-07,N,Tennessee Martin,OVC,Pittsburgh,A,"L, 80-58",76.9,90.6,78.7,73.7,34.7,21.6,26.7,38.7,101.7,44.4,19.1,38.3,32.4,13.2,-10
2022-11-07,N,Belmont,MVC,Ohio,H,"W, 70-69",98.7,93.2,69.7,100.4,55.3,18.6,19.4,22.8,99,50.8,20.1,27.3,15,65.8,4
2022-11-07,N,Cal Baptist,WAC,Long Beach St.,H,"L, 79-64",93,111.2,70.1,91.4,38.7,17.1,28.9,33.9,112.8,54,14.3,32.4,23.8,11.4,-6
2022-11-07,N,Mississippi,SEC,Alcorn St.,H,"W, 73-58",100.3,93.9,67.3,108.5,44.9,23.8,51.2,47.5,86.2,43,26.8,35.1,19.3,68.1,4
2022-11-07,N,Maine,AE,Nebraska,A,"L, 79-66",100.4,111,69.7,94.7,58.2,21.5,15.2,18.2,113.4,51.5,18.7,42.1,24.6,23.9,-9
2022-11-07,N,IUPUI,Horz,Iowa St.,A,"L, 88-39",75.1,105.4,71.8,54.3,35.7,40.4,21.2,38.1,122.6,56.5,19.5,45.5,37.1,2,-13
2022-11-07,N,Tennessee,SEC,Tennessee Tech,H,"W, 75-43",100.4,73.2,66.7,112.5,50.8,22.5,42.1,13.8,64.5,38.8,33,22.2,47.5,97.4,12
2022-11-07,N,UC Davis,BW,California,A,"W, 75-65",107.3,101,70,107.1,53.6,18.6,34.4,41.1,92.8,42.9,20,31,23.8,66.7,4
2022-11-07,N,Princeton,Ivy,Hofstra,H,"L, 83-77",115.7,109.6,71.2,108.2,53.4,14,23.5,33.9,116.6,59.8,11.2,15.6,9.1,65,4
2022-11-07,N,Green Bay,Horz,Indiana St.,A,"L, 80-53",84.3,96.6,72.2,73.4,43.3,23.5,8.6,23.1,110.7,66.7,22.1,14.3,14,17.4,-5
2022-11-07,N,UNC Wilmington,CAA,North Carolina,A,"L, 69-56",96.4,98.7,64.3,87.1,32.8,17.1,39,41.4,107.3,47.9,14,25,62.5,43.2,-7
2022-11-07,N,Colgate,Pat,Buffalo,A,"L, 88-87",104,103.1,84.6,102.8,58,20.1,12,51.8,104,58.5,15.4,8.8,33.8,52.7,0
2022-11-07,N,Radford,BSth,Marquette,A,"L, 79-69",92.9,87.2,79.7,86.6,45.2,18.8,20,31.7,99.1,50,22.6,25.7,42.4,67.5,-9
2022-11-07,N,Tulane,Amer,UMBC,H,"W, 89-67",109.7,93.3,74.2,120,58,9.4,23.5,15.9,90.4,42.6,12.1,9.1,27.9,86.5,11
2022-11-07,N,Southern Utah,WAC,New Mexico,A,"L, 89-81",106.9,101.9,78.1,103.7,55.3,25.6,33.3,19.7,113.9,54.2,15.4,30.8,60,63.4,-6
2022-11-07,N,Temple,Amer,Wagner,H,"L, 76-73",102.3,118.7,63.4,102.3,43.5,18.2,26.5,55.6,106.5,47.7,11.2,31.6,34.4,15.3,3
2022-11-07,N,Louisiana Monroe,SB,Texas A&M,A,"L, 87-54",82.9,97.9,76.9,70.2,28.8,20.8,21.3,47.5,113.1,60.3,18.2,27.8,28.6,12.8,-14
2022-11-07,N,Texas Southern,SWAC,San Francisco,A,"L, 90-77",97.2,103.7,81.8,94.2,43.3,12.2,16.3,47.8,110.1,71.6,28.1,30.4,51,32.1,-9
2022-11-07,N,Merrimack,NEC,St. John's,A,"L, 97-72",89.9,108.7,85.8,83.9,43.1,24.5,25.6,33.8,113.1,64.6,33.8,50,23.1,10.1,-16
2022-11-07,N,Winthrop,BSth,Penn St.,A,"L, 93-68",102.9,114,70.4,96.6,56.1,24.1,10.7,28.6,132.1,70,15.6,21.4,21.7,23.6,-11
2022-11-07,N,Saint Louis,A10,Murray St.,H,"W, 91-68",113.1,95.1,74,122.9,54.1,12.2,39,21.6,91.9,42.7,13.5,22,35.5,88,9
2022-11-07,N,Colorado St.,MWC,Gardner Webb,H,"W, 65-63",93.9,99.4,69.3,93.8,58,23.1,3.8,47.7,90.9,49.1,23.1,22.9,29.6,34.1,-3
2022-11-07,N,Denver,Sum,Idaho,H,"W, 68-63",87,92,71.4,95.2,53.1,19.6,24.1,68.8,88.2,45.9,19.6,21.6,18,34.5,3
2022-11-07,N,Boston University,Pat,Northeastern,H,"W, 72-63",96.2,97.7,70.6,102,45.2,15.6,32.6,40.3,89.2,43.9,24.1,23.5,53.1,45.5,4
2022-11-07,N,Western Carolina,SC,Georgia,A,"L, 68-55",79.2,96.4,70.7,77.8,40.4,19.8,18.4,19.3,96.2,51.8,29.7,36.7,27.3,9.5,-9
2022-11-07,N,Charlotte,CUSA,Coppin St.,H,"W, 82-59",101.1,95.1,70.3,116.7,58.9,15.7,24.2,39.3,84,43.5,17.1,9.1,31.5,66.8,8
2022-11-07,N,Alabama,SEC,Longwood,H,"W, 75-54",94.7,71.8,78.2,95.9,41.3,24.3,45.8,37.7,69.1,30.3,12.8,21.1,26.8,96,11
2022-11-07,N,Illinois St.,MVC,Western Illinois,H,"L, 71-68",91.9,105.9,69.3,98.1,42,18.8,30.6,44.6,102.4,49.2,5.8,12.5,15.4,16.2,1
2022-11-07,N,Stetson,ASun,Florida St.,A,"W, 83-74",127.4,112.6,64.7,128.3,59,12.4,40,26.2,114.4,50.8,13.9,36.8,45.8,80.6,7
2022-11-07,N,Indiana St.,MVC,Green Bay,H,"W, 80-53",92.8,93.9,72.2,110.7,66.7,22.1,14.3,14,73.4,43.3,23.5,8.6,23.1,46.8,5
2022-11-07,N,UNC Asheville,BSth,UCF,A,"W, 98-95",124.5,105.3,68.2,115,59.8,22.3,35.3,39.4,111.5,51.9,16.4,36.2,18.5,87.3,1
2022-11-07,N,North Carolina Centr,MEAC,Virginia,A,"L, 73-61",114.3,115.1,59.5,102.6,49.1,13.5,22.9,26.4,122.8,54.3,13.5,34.5,63.8,48.1,-8
2022-11-07,N,LIU Brooklyn,NEC,Utah,A,"L, 89-48",78.4,107.6,75,64,34.7,22.7,14.3,18.6,118.6,46.5,9.3,37.8,37.5,2.6,-14
2022-11-07,N,Boston College,ACC,Cornell,H,"W, 79-77",90,87.7,83.2,95,50,22.8,34.1,18.1,92.5,56.3,28.8,24.3,17.5,57.1,3
2022-11-07,N,Western Illinois,Sum,Illinois St.,A,"W, 71-68",97.7,103,69.3,102.4,49.2,5.8,12.5,15.4,98.1,42,18.8,30.6,44.6,35.2,-1
2022-11-07,N,Brown,Ivy,Vermont,A,"L, 80-65",93.2,104.3,71.8,90.5,50,22.3,16.1,34.6,111.4,63.5,23.7,16.7,28.8,21.5,-9
2022-11-07,N,Southern Indiana,OVC,Missouri,A,"L, 97-91",108.2,107.1,81.8,111.2,60.8,26.9,31.4,40,118.5,52.7,13.4,40,38.4,53,-12
2022-11-07,N,UTEP,CUSA,Texas,A,"L, 72-57",99.3,97.1,65.9,86.4,45.2,28.8,35.3,28.8,109.2,59.5,22.7,20,69,56.4,-9
2022-11-07,N,Northern Arizona,BSky,Michigan St.,A,"L, 73-55",91.5,102.5,65.5,84,38.3,18.3,26.7,21.7,111.5,51.5,13.7,34.2,12.3,21.2,-12
2022-11-07,N,Chattanooga,SC,College of Charlesto,A,"L, 85-78",110.2,106,75.4,103.4,56.8,27.8,38.2,28.8,112.7,52.4,19.9,36.8,43.5,60.8,-5
2022-11-07,N,Marshall,SB,Queens,A,"L, 83-82",109.3,109.2,73.3,111.9,50.6,10.9,33.3,5.1,113.2,55.1,23.2,44.7,17.6,50.1,1
2022-11-07,N,Tulsa,Amer,Oregon St.,A,"L, 73-70",104.7,104.1,71.3,98.2,43.2,16.8,35,27.3,102.4,56,26.7,37.5,42,51.8,6
2022-11-07,N,Lehigh,Pat,Syracuse,A,"L, 90-72",99.1,116.1,72.9,98.7,49.2,16.4,21.6,20.6,123.4,60,17.8,35.7,56.4,14,-10
2022-11-07,N,Valparaiso,MVC,Toledo,A,"L, 85-70",85,102.8,74.7,93.7,53.2,21.4,15.2,9.7,113.8,51.4,10.7,30.8,22.9,10,-19
2022-11-07,N,Penn,Ivy,Iona,A,"L, 78-50",81.7,99.9,70.2,71.3,35.5,25.7,28.2,30.9,111.2,46.1,7.1,34,14.5,9,-10
2022-11-07,N,Longwood,BSth,Alabama,A,"L, 75-54",83.1,84,78.2,69.1,30.3,12.8,21.1,26.8,95.9,41.3,24.3,45.8,37.7,47.1,-11
2022-11-07,N,Akron,MAC,South Dakota St.,H,"W, 81-80",105.2,109.8,66.6,108.2,51.4,12,22.5,17.4,106.8,55.9,17.4,17.9,28.8,38.1,-2
2022-11-08,N,Rider,MAAC,Providence,A,"L, 66-65",105.1,89.1,65.1,99.9,49.1,21.5,31.4,17.2,101.4,40,13.8,37.5,86,87,3
2022-11-08,N,Sacred Heart,NEC,Hartford,A,"W, 77-70",92.7,110.5,73.4,104.9,50.7,15,29.3,15.9,95.3,46.7,19.1,22.9,23,11.7,2
2022-11-08,N,South Carolina St.,MEAC,South Carolina,A,"L, 80-77",104.5,114.8,71.4,107.8,52.3,14,27.8,25,112,50,15.4,37.8,54.2,25.4,-6
2022-11-08,N,Milwaukee,Horz,Purdue,A,"L, 84-53",82.5,95.3,74.4,71.3,40.8,26.9,22,15,113,45.8,14.8,44.4,30.6,16.1,-15
2022-11-08,N,Georgetown,BE,Coppin St.,H,"W, 99-89",99.2,113.3,77.6,113.4,52.8,20.6,42.9,45.1,101.9,47.9,19.5,26.7,33.3,17.9,1
2022-11-08,N,East Carolina,Amer,Mercer,H,"W, 77-75",113,123,66.9,115,55.2,20.9,40,36.2,112,55.4,16.4,34.3,41.1,27.3,-5
2022-11-08,N,Mercer,SC,East Carolina,A,"L, 77-75",117.4,113.7,66.9,112,55.4,16.4,34.3,41.1,115,55.2,20.9,40,36.2,59,5
2022-11-08,N,Montana,BSky,Duquesne,A,"L, 91-63",94.7,130.1,67.6,93.2,44.2,19.2,22.2,42.3,134.6,72.9,19.2,34.8,13.6,2.5,-20
2022-11-08,N,San Jose St.,MWC,Georgia Southern,H,"W, 63-48",99.1,76.8,65.2,96.7,51,16.9,12.9,26.9,73.7,30.4,16.9,22,25,94.9,10
2022-11-08,N,Hartford,ind,Sacred Heart,H,"L, 77-70",89.5,114.9,73.4,95.3,46.7,19.1,22.9,23,104.9,50.7,15,29.3,15.9,5.4,-2
2022-11-08,N,Duquesne,A10,Montana,H,"W, 91-63",130.8,89.7,67.6,134.6,72.9,19.2,34.8,13.6,93.2,44.2,19.2,22.2,42.3,98.7,20
2022-11-08,N,Purdue,B10,Milwaukee,H,"W, 84-53",106.2,76.5,74.4,113,45.8,14.8,44.4,30.6,71.3,40.8,26.9,22,15,97.8,15
2022-11-08,N,Coppin St.,MEAC,Georgetown,A,"L, 99-89",104,110.5,77.6,101.9,47.9,19.5,26.7,33.3,113.4,52.8,20.6,42.9,45.1,33.2,-1
2022-11-08,N,Providence,BE,Rider,H,"W, 66-65",94.6,102.4,65.1,101.4,40,13.8,37.5,86,99.9,49.1,21.5,31.4,17.2,28.8,-3
2022-11-08,N,South Carolina,SEC,South Carolina St.,H,"W, 80-77",102.6,113.5,71.4,112,50,15.4,37.8,54.2,107.8,52.3,14,27.8,25,24,6
2022-11-08,N,Georgia Southern,SB,San Jose St.,A,"L, 63-48",75.5,91.8,65.2,73.7,30.4,16.9,22,25,96.7,51,16.9,12.9,26.9,9.7,-10
2022-11-09,N,James Madison,SB,Hampton,H,"W, 106-58",122.5,87,75.9,140.4,68.9,15.9,41.9,33.3,76.8,38.5,15.9,22,30.8,98.1,24
2022-11-09,N,Louisville,ACC,Bellarmine,H,"L, 67-66",97.7,116.9,61.5,107.2,52.9,21.1,30.3,26.9,108.9,57,17.9,12,51.2,11.3,-6
2022-11-09,N,Monmouth,CAA,Seton Hall,A,"L, 79-52",79.8,100.1,75.5,68.9,31.6,30.5,34.8,42.1,104.7,52.8,26.5,38.1,73.6,6.9,-13
2022-11-09,N,American,Pat,Marist,A,"L, 73-69",103.2,112.9,67.5,102.2,54.1,22.2,29.4,8.2,108.1,62,17.8,19.4,25.9,26.3,0
2022-11-09,N,Florida Gulf Coast,ASun,San Diego,A,"L, 79-73",95.9,102.6,72,101.4,55.5,18.1,14.7,32.7,109.8,56.1,15.3,20.6,42.1,31.3,-2
2022-11-09,N,Florida A&M,SWAC,Portland,A,"L, 91-54",71.8,110.3,75.8,71.2,35.5,23.7,17.9,40,120,66.3,23.7,34.5,61.5,0.7,-19
2022-11-09,N,IUPUI,Horz,Drake,A,"L, 80-48",71.6,104.2,72.3,66.4,30.5,19.4,26.5,26.6,110.7,63,24.9,24,40,1.3,-21
2022-11-09,N,South Dakota,Sum,Lipscomb,H,"W, 85-77",120,121,67.8,125.3,57.9,13.3,26.7,36.8,113.5,53.2,7.4,16.7,22.6,47.4,-5
2022-11-09,N,Marist,MAAC,American,H,"W, 73-69",99.8,109.2,67.5,108.1,62,17.8,19.4,25.9,102.2,54.1,22.2,29.4,8.2,26.2,0
2022-11-09,N,Portland,WCC,Florida A&M,H,"W, 91-54",111.7,86.7,75.8,120,66.3,23.7,34.5,61.5,71.2,35.5,23.7,17.9,40,94.8,19
2022-11-09,N,Drake,MVC,IUPUI,H,"W, 80-48",97.4,72,72.3,110.7,63,24.9,24,40,66.4,30.5,19.4,26.5,26.6,97,21
2022-11-09,N,Boise St.,MWC,South Dakota St.,H,"L, 68-66",86.9,97.4,72.8,90.7,50,19.2,17.2,29.6,93.5,55.4,26.1,3.7,50,21.3,-5
2022-11-09,N,Bellarmine,ASun,Louisville,A,"W, 67-66",108.4,105.4,61.5,108.9,57,17.9,12,51.2,107.2,52.9,21.1,30.3,26.9,58,6
2022-11-09,N,Hampton,CAA,James Madison,A,"L, 106-58",84.4,134.2,75.9,76.8,38.5,15.9,22,30.8,140.4,68.9,15.9,41.9,33.3,0.5,-24
2022-11-09,N,Tennessee Martin,OVC,Youngstown St.,A,"L, 90-72",95.8,112.4,73.7,97.7,50.8,20.3,29.7,33.3,122.1,50.7,12.2,38.6,32.4,13.7,-8
2022-11-09,N,Lipscomb,ASun,South Dakota,A,"L, 85-77",110.8,121.7,67.8,113.5,53.2,7.4,16.7,22.6,125.3,57.9,13.3,26.7,36.8,25.4,5
2022-11-09,N,Youngstown St.,Horz,Tennessee Martin,H,"W, 90-72",112.8,103.9,73.7,122.1,50.7,12.2,38.6,32.4,97.7,50.8,20.3,29.7,33.3,71.9,8
2022-11-09,N,Wright St.,Horz,Davidson,H,"L, 102-97",108.6,107.4,72.9,106.5,48.9,13.2,32.7,17,111.9,59.7,18.7,23.7,53.7,53.2,6
2022-11-09,N,San Diego,WCC,Florida Gulf Coast,H,"W, 79-73",105.6,104.5,72,109.8,56.1,15.3,20.6,42.1,101.4,55.5,18.1,14.7,32.7,53.1,2
2022-11-09,N,UMKC,Sum,LSU,A,"L, 74-63",86.3,98.4,73.6,85.6,36.2,21.7,25.6,46.6,100.6,49.1,20.4,32.5,45.6,18.1,-8
2022-11-09,N,LSU,SEC,UMKC,H,"W, 74-63",96.3,95,73.6,100.6,49.1,20.4,32.5,45.6,85.6,36.2,21.7,25.6,46.6,53.8,8
2022-11-09,N,Seton Hall,BE,Monmouth,H,"W, 79-52",96.7,81.7,75.5,104.7,52.8,26.5,38.1,73.6,68.9,31.6,30.5,34.8,42.1,87.3,13
2022-11-09,N,South Dakota St.,Sum,Boise St.,A,"W, 68-66",107.3,82.9,72.8,93.5,55.4,26.1,3.7,50,90.7,50,19.2,17.2,29.6,95.1,5
2022-11-09,N,Davidson,A10,Wright St.,A,"W, 102-97",109,108.8,72.9,111.9,59.7,18.7,23.7,53.7,106.5,48.9,13.2,32.7,17,50.6,-6
2022-11-10,N,Eastern Kentucky,ASun,Western Kentucky,H,"L, 66-60",85.4,91.8,71.4,84.1,41.9,22.4,32.6,27.4,92.5,51.8,19.6,14.7,25,30.3,2
2022-11-10,N,North Dakota,Sum,Creighton,A,"L, 96-61",101.3,123.8,69,88.4,53.7,20.3,6.7,11.1,139.1,59.5,15.9,53.8,14.9,9,-19
2022-11-10,N,Nicholls St.,Slnd,Wyoming,A,"L, 79-68",87.5,97.9,77.8,87.4,47.7,21.9,18.4,7.6,101.6,50.9,25.7,36.8,61.8,21.5,-8
2022-11-10,N,Loyola Marymount,WCC,UC Riverside,H,"L, 81-79",105.5,104.6,75.3,105,57.9,15.9,14.7,15.9,107.6,55.5,19.9,25,52.7,52.3,7
2022-11-10,N,Northern Arizona,BSky,Arizona St.,A,"L, 84-68",102.9,119.2,70.6,96.3,48.2,17,17.1,31.6,119,63.5,22.7,39.3,72.9,15.5,-16
2022-11-10,N,Illinois St.,MVC,Eastern Illinois,A,"W, 54-49",83.8,85.4,62.2,86.9,45.7,25.7,27.6,27.7,78.8,35.1,16.1,28.2,26.3,44.7,5
2022-11-10,N,Nebraska Omaha,Sum,Nebraska,A,"L, 75-61",93.2,107.6,68.7,88.7,45.7,23.3,25,17.2,109.1,57,16,23.5,62,16.1,-11
2022-11-10,N,Kansas,B12,North Dakota St.,H,"W, 82-59",112.4,80.8,72,113.9,53.5,12.5,34.2,13.9,82,44,19.5,17.5,22.4,97.8,19
2022-11-10,N,Gardner Webb,BSth,Stephen F. Austin,A,"L, 86-71",109.7,121.2,68.8,103.1,56.4,27.6,33.3,57.4,124.9,55.9,18.9,48.5,42.4,24.1,-6
2022-11-10,N,Vermont,AE,Saint Mary's,A,"L, 79-53",103.9,108.2,63.6,83.3,47.9,22,12.9,25,124.2,56.8,12.6,41.4,30.5,38.5,-8
